City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
590,Lazaro Cardenas,MX,88.12,broken clouds,17.9583,-102.2,quinta antigua
591,Moa,CU,81.7,broken clouds,20.6569,-74.9403,Carmen
592,Calera,US,73.24,overcast clouds,33.1029,-86.7536,Americas Best Value Inn & Suites Birmingham Calera
594,Nsanje,MW,66.22,overcast clouds,-16.92,35.262,Nsanje Discovery Lodge
595,Ouro Branco,BR,76.05,broken clouds,-20.5208,-43.6919,Hotel Verdes Mares
597,Vangaindrano,MG,66.58,moderate rain,-23.35,47.6,Hotel Fanilo
599,Tumpat,MY,79.2,overcast clouds,6.1978,102.171,Baan Tanyong B&B
601,Kologriv,RU,70.43,few clouds,58.8275,44.3178,Postoyalyy Dvor
602,Benghazi,LY,75.02,clear sky,32.1167,20.0667,Tibesti Hotel
605,Guatire,VE,79.3,overcast clouds,10.4762,-66.5427,Parque Residencial Canaima I
606,Parsabad,IR,70.12,scattered clouds,39.6482,47.9174,Peacock Hotel Magi
607,Dalton,US,79.29,drizzle,34.7698,-84.9702,Hampton Inn Dalton
608,Binzhou,CN,78.8,light rain,37.3667,118.0167,Hampton By Hilton Binzhou
610,Wana,PK,85.55,clear sky,32.2989,69.5725,Rest House at Wana Camp
611,Padang,ID,77.2,overcast clouds,-0.9492,100.3543,Mercure Padang
612,Poum,NC,72.54,overcast clouds,-20.2333,164.0167,Gîte kajeon
615,Port Hedland,AU,71.65,scattered clouds,-20.3167,118.5667,The Esplanade Hotel
617,Asbe Teferi,ET,65.16,light rain,9.0833,40.8667,Megenagna hotel
622,Thunder Bay,CA,81.99,overcast clouds,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
623,Lasa,IT,69.71,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
625,Cartagena,CO,86.13,overcast clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
626,Prado,BR,80.17,few clouds,-17.3411,-39.2208,INN CORNER RIVER - PRADO - BAHIA - HOUSING AND HOTEL
627,Jaque,PA,82.31,light rain,7.5175,-78.1703,Imbu Bua Lodge
632,Barth,DE,75.63,few clouds,54.3635,12.7249,Vineta Hotel Stadt Barth
633,Fuzhou,CN,71.49,clear sky,26.0614,119.3061,Shangri La Hotel Fuzhou
636,Chapleau,CA,82.6,broken clouds,47.8405,-83.4034,Nemegosenda Lake Lodge
637,Le Port,RE,73.4,broken clouds,-20.9373,55.2919,KORBEY D'OR OUEST
638,Ngawen,ID,76.55,light rain,-7.0032,111.3129,MURAI BATU BIRD FARM BASE'CAMP IBF
642,Gamboma,CG,83.97,scattered clouds,-1.8764,15.8644,Residence N'Keni
643,Bani,DO,87.75,scattered clouds,18.2833,-70.3333,Hospedaje Henriquez
646,Ilo,PE,67.17,broken clouds,-17.6394,-71.3375,Torreblanca Hotel
647,Rudnya,RU,73.53,few clouds,54.947,31.0934,Paradoks
648,Corning,US,86.05,broken clouds,42.1428,-77.0547,Fairfield Inn by Marriott Corning Riverside
649,North Platte,US,81.0,clear sky,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
650,Mwense,ZM,70.95,overcast clouds,-10.3845,28.698,Mwense Council Guest House
651,Sao Jose Da Coroa Grande,BR,81.1,few clouds,-8.8978,-35.1478,Crôa Mares Hotel
652,Nuevo Imperial,PE,67.78,scattered clouds,-13.0754,-76.3172,Hotel Konford
659,Sile,TR,77.67,clear sky,41.1754,29.6133,Seref Hotel
662,Nekhayevskiy,RU,65.1,broken clouds,50.4106,41.7561,Gostevoy Dom St. Nekhayevskaya Zhil'yo Posutochno
663,Karlskrona,SE,77.45,scattered clouds,56.1616,15.5866,First Hotel Statt
666,Dingle,PH,77.05,light rain,10.9995,122.6711,SEGAYA PROPERTY
